Epoch 75 [17.2s + 4.1s]: train==[0.60580=0.44614 + 0.15966 + 0.00000], recall=[0.65259, 0.78101], precision=[0.64473, 0.38619], hit=[0.98215, 0.99360], ndcg=[0.81485, 0.89926], map=[0.87305, 0.82375], mrr=[0.91289, 0.91447], f1=[0.64822, 0.51656]
Epoch 76 [17.1s + 4.0s]: train==[0.60943=0.44890 + 0.16052 + 0.00000], recall=[0.65365, 0.78124], precision=[0.64577, 0.38631], hit=[0.98167, 0.99325], ndcg=[0.81546, 0.89941], map=[0.87323, 0.82434], mrr=[0.91282, 0.91444], f1=[0.64927, 0.51673]
Epoch 77 [17.2s + 4.1s]: train==[0.59963=0.43832 + 0.16131 + 0.00000], recall=[0.65440, 0.78203], precision=[0.64649, 0.38671], hit=[0.98154, 0.99341], ndcg=[0.81570, 0.89968], map=[0.87347, 0.82469], mrr=[0.91299, 0.91465], f1=[0.65000, 0.51725]
Epoch 78 [17.3s + 4.0s]: train==[0.59334=0.43147 + 0.16187 + 0.00000], recall=[0.65508, 0.78238], precision=[0.64716, 0.38688], hit=[0.98176, 0.99341], ndcg=[0.81567, 0.89932], map=[0.87260, 0.82427], mrr=[0.91212, 0.91376], f1=[0.65068, 0.51748]
Epoch 79 [17.2s + 4.2s]: train==[0.57985=0.41712 + 0.16273 + 0.00000], recall=[0.65417, 0.78252], precision=[0.64627, 0.38695], hit=[0.98141, 0.99344], ndcg=[0.81408, 0.89846], map=[0.87125, 0.82289], mrr=[0.91103, 0.91272], f1=[0.64978, 0.51758]
Epoch 80 [17.2s + 4.0s]: train==[0.58590=0.42258 + 0.16331 + 0.00000], recall=[0.65484, 0.78251], precision=[0.64695, 0.38696], hit=[0.98167, 0.99338], ndcg=[0.81528, 0.89921], map=[0.87246, 0.82407], mrr=[0.91203, 0.91367], f1=[0.65046, 0.51758]
Epoch 81 [17.2s + 4.1s]: train==[0.58260=0.41855 + 0.16405 + 0.00000], recall=[0.65542, 0.78273], precision=[0.64753, 0.38706], hit=[0.98151, 0.99344], ndcg=[0.81587, 0.89965], map=[0.87331, 0.82473], mrr=[0.91284, 0.91449], f1=[0.65104, 0.51772]
Epoch 82 [17.2s + 4.1s]: train==[0.57892=0.41432 + 0.16459 + 0.00000], recall=[0.65724, 0.78285], precision=[0.64935, 0.38712], hit=[0.98167, 0.99287], ndcg=[0.81704, 0.89951], map=[0.87287, 0.82523], mrr=[0.91187, 0.91344], f1=[0.65285, 0.51780]
Epoch 83 [17.2s + 4.1s]: train==[0.56636=0.40125 + 0.16511 + 0.00000], recall=[0.65760, 0.78349], precision=[0.64971, 0.38743], hit=[0.98138, 0.99319], ndcg=[0.81736, 0.90007], map=[0.87417, 0.82595], mrr=[0.91243, 0.91408], f1=[0.65322, 0.51822]
Epoch 84 [17.1s + 3.9s]: train==[0.55838=0.39258 + 0.16580 + 0.00000], recall=[0.65823, 0.78417], precision=[0.65033, 0.38777], hit=[0.98141, 0.99325], ndcg=[0.81747, 0.90018], map=[0.87364, 0.82600], mrr=[0.91269, 0.91436], f1=[0.65384, 0.51867]
